score,true_label
198.06495666503906,0.0
231.5994110107422,0.0
249.8939208984375,0.0
255.77532958984375,0.0
252.8562774658203,0.0
259.72906494140625,0.0
262.022216796875,0.0
281.25537109375,0.0
314.1064758300781,0.0
332.13555908203125,0.0
327.1444091796875,0.0
324.2914123535156,0.0
304.72161865234375,0.0
281.49365234375,0.0
281.5362243652344,0.0
292.2525329589844,0.0
278.65069580078125,0.0
247.09576416015625,0.0
206.14370727539062,0.0
161.42323303222656,0.0
115.6145248413086,0.0
105.70152282714844,0.0
102.87065887451172,0.0
100.46658325195312,0.0
95.96422576904297,0.0
91.09520721435547,0.0
85.40531158447266,0.0
77.26325988769531,0.0
68.50596618652344,0.0
59.31818389892578,0.0
46.84368896484375,0.0
37.931827545166016,0.0
37.114803314208984,0.0
36.554439544677734,0.0
36.159751892089844,0.0
35.87777328491211,0.0
35.59518051147461,0.0
35.494136810302734,0.0
35.270233154296875,0.0
35.21665573120117,0.0
35.10816955566406,0.0
35.04840850830078,0.0
35.03089141845703,0.0
34.909576416015625,0.0
34.99757385253906,0.0
35.03445053100586,0.0
35.00912094116211,0.0
35.03736877441406,0.0
34.95151901245117,0.0
34.9417610168457,0.0
34.90478515625,0.0
34.92033767700195,0.0
34.93321228027344,0.0
34.92699432373047,0.0
34.936973571777344,0.0
34.936279296875,0.0
34.90115737915039,0.0
34.90603256225586,0.0
34.803775787353516,0.0
34.824607849121094,0.0
34.85202407836914,0.0
34.8897590637207,0.0
34.86045837402344,0.0
34.81334686279297,0.0
34.883445739746094,0.0
34.89318084716797,0.0
34.824378967285156,0.0
34.89165496826172,0.0
34.851966857910156,0.0
34.854984283447266,0.0
34.85636520385742,0.0
34.83967208862305,0.0
34.83258056640625,0.0
34.78155517578125,0.0
34.828189849853516,0.0
34.885555267333984,0.0
34.862937927246094,0.0
34.85284423828125,0.0
34.89742660522461,0.0
34.87889099121094,0.0
34.77683639526367,0.0
34.82943344116211,0.0
34.772605895996094,0.0
34.80400848388672,0.0
34.804195404052734,0.0
34.80644989013672,0.0
34.86051559448242,0.0
34.91267395019531,0.0
34.89826583862305,0.0
34.91524887084961,0.0
34.863197326660156,0.0
34.84213638305664,0.0
34.83992385864258,0.0
34.77650833129883,0.0
34.80455017089844,0.0
34.92441177368164,0.0
35.003211975097656,0.0
34.98249435424805,0.0
34.984344482421875,0.0
34.9625244140625,0.0
34.886722564697266,0.0
34.91130447387695,0.0
34.892601013183594,0.0
34.90101623535156,0.0
34.9056510925293,0.0
34.924598693847656,0.0
45.192474365234375,0.0
70.69361114501953,0.0
104.5744857788086,0.0
143.7607879638672,0.0
186.7581329345703,0.0
221.01730346679688,0.0
236.70887756347656,0.0
245.4481201171875,0.0
252.02334594726562,0.0
255.1500244140625,0.0
254.9663543701172,0.0
260.39013671875,0.0
264.6224670410156,0.0
262.8370056152344,0.0
261.4368591308594,0.0
260.1015930175781,0.0
261.36895751953125,0.0
262.64886474609375,0.0
262.8353271484375,0.0
260.2969665527344,0.0
235.4288330078125,0.0
193.49220275878906,0.0
148.69598388671875,0.0
106.9984130859375,0.0
72.44682312011719,0.0
54.35230255126953,0.0
42.97229766845703,0.0
39.68241500854492,0.0
37.841392517089844,0.0
36.8629035949707,0.0
36.24245834350586,0.0
35.84690856933594,0.0
35.54740524291992,0.0
35.40156555175781,0.0
35.222904205322266,0.0
35.13887405395508,0.0
35.11543273925781,0.0
35.026546478271484,0.0
35.03408432006836,0.0
35.077980041503906,0.0
35.054344177246094,0.0
35.05788803100586,0.0
35.044246673583984,0.0
34.953643798828125,0.0
35.03205108642578,0.0
35.00233840942383,0.0
35.01346206665039,0.0
34.943965911865234,0.0
34.86017608642578,0.0
34.922210693359375,0.0
34.91903305053711,0.0
35.002376556396484,0.0
35.03293991088867,0.0
34.9949951171875,0.0
34.98597717285156,0.0
34.989803314208984,0.0
34.98533248901367,0.0
34.89070510864258,0.0
34.95027542114258,0.0
34.977054595947266,0.0
34.965118408203125,0.0
35.00804138183594,0.0
35.023681640625,0.0
34.96607971191406,0.0
35.01935577392578,0.0
34.907386779785156,0.0
34.89158248901367,0.0
34.811702728271484,0.0
34.881919860839844,0.0
34.933692932128906,0.0
34.92407989501953,0.0
34.996788024902344,0.0
